time,start,end,count,end-start
893.44267,159305929,159306521,9202,592
894.463105,159461210,159461804,9073,594
895.482052,159599668,159600222,6514,554
896.485967,159738017,159738562,5334,545
897.522932,159884804,159885379,8961,575
898.53436,160022179,160022748,8547,569
899.554797,160169247,160169842,8971,595
900.558703,160329238,160329810,8993,572
901.586656,160481824,160482398,8935,574
902.59508,160623986,160624558,8968,572
903.595985,160822884,160823455,9065,571
904.663003,160971742,160972335,9081,593
905.68195,161117881,161118479,5302,598
906.702391,161262310,161262909,9159,599
907.71832,161403739,161404317,8193,578
908.726747,161546035,161546637,9224,602
909.73365,161704512,161705071,8841,559
910.787154,161860580,161861156,8849,576
911.806102,162009572,162010164,6373,592
912.826532,162165554,162166154,9191,600
913.846977,162306739,162307314,8965,575
914.853891,162445657,162446247,7679,590
915.886362,162588809,162589383,8783,574
916.906794,162731946,162732524,9194,578
917.92723,162874214,162874808,9113,594
918.938665,163037652,163038245,9363,593
919.966612,163190594,163191192,9173,598
920.987053,163335549,163336146,8919,597
922.005991,163488586,163489180,6004,594
923.014409,163634999,163635599,9251,600
924.046875,163773950,163774542,8818,592
925.06732,163910032,163910632,9336,600
926.086259,164045888,164046465,7629,577
927.087157,164194185,164194783,9241,598
928.127139,164375275,164375869,12094,594
929.146067,164525386,164525983,6162,597
930.159001,164669805,164670400,12042,595
931.17493,164818335,164818932,9979,597
932.205888,164954438,164955035,8902,597
933.226337,165091605,165092205,8741,600
934.246769,165229984,165230582,9187,598
935.267219,165369694,165370282,9173,588
936.274134,165512910,165513503,12089,593
937.278039,165678152,165678735,6042,583
938.310506,165832653,165833257,8965,604
939.333954,165981442,165982052,5729,610
940.345373,166131256,166131697,3800,441
941.382346,166266933,166267527,8983,594
942.38625,166406843,166407433,11893,590
943.387146,166539831,166540424,9106,593
944.391059,166675055,166675630,8925,575
945.422031,166826898,166827439,6281,541
946.483049,166995394,166995991,8565,597
947.489964,167150992,167151590,5667,598
948.49838,167292861,167293433,8984,572
949.550386,167447227,167447805,9123,578
950.566315,167589077,167589654,8494,577
951.591255,167726355,167726955,8900,600
952.610193,167866514,167867109,7643,595
953.63064,168010561,168011133,9149,572
954.634539,168157930,168158507,8969,577
955.648977,168320237,168320816,5229,579
956.690462,168470820,168471392,8917,572
957.710903,168615252,168615824,9168,572
958.731335,168769790,168770368,8858,578
959.750272,168909400,168909992,7967,592
960.770725,169051859,169052438,9196,579
961.791155,169192489,169193087,9195,598
962.810084,169332356,169332957,6697,601
963.830534,169487119,169487712,9283,593
964.838953,169646477,169647078,8991,601
965.850367,169787581,169788178,8862,597
966.854291,169933447,169934041,8318,594
967.910795,170091511,170092107,9253,596
968.931229,170234618,170235194,8859,576
969.95018,170375665,170376241,7349,576
970.970613,170516810,170517412,9203,602
971.991048,170656297,170656873,8941,576
972.997977,170813166,170813742,5734,576
974.02743,170979807,170980412,8889,605
975.03134,171117047,171117641,8960,594
976.071309,171266872,171267469,9207,597
977.090258,171410754,171411325,8040,571
978.110695,171554033,171554631,9018,598
979.131135,171699322,171699915,9190,593
980.150075,171837219,171837779,6568,560
981.158483,171970309,171970897,9216,588
982.178928,172136655,172137245,8929,590
983.190359,172291551,172292123,8708,572
984.198775,172437148,172437751,9247,603
985.222223,172594126,172594720,7733,594
986.271199,172739065,172739657,9098,592
987.276628,172879530,172880125,12075,595
988.279027,173027310,173027904,11980,594
989.285951,173158938,173159508,5713,570
990.318406,173308199,173308786,8846,587
991.319302,173472463,173473062,9183,599
992.374324,173637409,173638002,12083,593
993.378223,173778166,173778743,7866,577
994.386644,173930954,173931547,9283,593
995.390563,174066449,174067021,9379,572
996.471106,174217210,174217802,9176,592
997.490042,174351683,174352243,6030,560
998.51048,174492136,174492727,8931,591
999.5144,174636355,174636959,8499,604
1000.55136,174800154,174800744,9170,590
1001.57031,174961406,174962004,8051,598
1002.590753,175102951,175103524,9237,573
1003.611179,175257515,175258111,11839,596
1004.615103,175392733,175393308,9288,575
1005.650566,175536641,175537237,9260,596
1006.671003,175917871,175918461,9236,590
1007.689937,176083724,176084315,5740,591
1008.71038,176233450,176234043,8894,593
1009.730826,176401978,176402563,9218,585
1010.751267,176554985,176555557,8956,572
1011.758186,176701486,176702064,7497,578
1012.774114,176850384,176850940,6695,556
1013.802061,176986188,176986764,6164,576
1014.830025,177133329,177133901,5855,572
1015.833932,177269684,177270125,3806,441
1016.870898,177417459,177418039,8886,580
1017.874819,177567331,177567925,8972,594
1018.875722,177777696,177778293,8430,597
1019.899159,177929661,177930235,9210,574
1020.906079,178138488,178139050,6631,562
1021.931032,178291537,178292137,9380,600
1022.946955,178430750,178431345,8944,595
1024.010987,178581295,178581895,9245,600
1025.026909,178725590,178726164,8933,574
1026.030821,178865398,178865991,9162,593
1027.05125,179021022,179021617,9085,595
1028.052171,179187252,179187844,7423,592
1029.099657,179343125,179343726,8926,601
1030.102064,179487396,179487994,7507,598
1031.110479,179641814,179642390,9136,576
1032.114387,179780681,179781271,8940,590
1033.190432,179931825,179932416,8952,591
1034.210874,180075432,180076023,8899,591
1035.231319,180216748,180217341,8825,593
1036.250263,180371700,180372293,7662,593
1037.254161,180541214,180541799,6984,585
1038.258072,180687118,180687717,6665,599
1039.271001,180836880,180837472,9220,592
1040.274914,180986643,180987240,12092,597
1041.278818,181124627,181125219,9245,592
1042.369905,181277642,181278071,4011,429
1043.37531,181418871,181419464,12082,593
1044.379217,181557919,181558513,8952,594
1045.398153,181717529,181718128,7337,599
1046.438129,181887739,181888333,9185,594
1047.482615,182041461,182042054,9156,593
1048.506065,182198565,182199142,6202,577
1049.52651,182345704,182346302,9078,598
1050.534922,182485605,182486161,8957,556
1051.567383,182626359,182626951,8788,592
1052.586322,182767926,182768519,8095,593
1053.606761,182913127,182913722,8941,595
1054.616684,183070957,183071544,11959,587
1055.64615,183232900,183233478,7105,578
1056.66659,183379649,183380243,9097,594
1057.687024,183530920,183531507,9197,587
1058.693947,183668105,183668679,9249,574
1059.726397,183810469,183811061,8929,592
1060.746843,183947978,183948567,9265,589
1061.76729,184082656,184083243,9216,587
1062.78622,184227632,184228228,7839,596
1063.787125,184391013,184391586,8880,573
1064.806059,184550102,184550697,9272,595
1065.838527,184697991,184698567,8849,576
1066.866484,184851426,184851996,9049,570
1067.88692,184991782,184992373,11874,591
1068.902853,185126227,185126820,11830,593
1069.926299,185261733,185262329,8382,596
1070.946741,185403561,185404133,8988,572
1071.96718,185546965,185547557,11829,592
1072.974088,185711054,185711619,6554,565
1073.990023,185860532,185861124,5793,592
1075.014969,186003636,186004231,9104,595
1076.038423,186160566,186161144,8921,578
1077.061884,186298830,186299262,3833,432
1078.086813,186438853,186439446,9204,593
1079.107248,186577235,186577839,9121,604
1080.126208,186718227,186718812,7042,585
1081.13462,186866550,186867151,9259,601
1082.150546,187034707,187035279,9000,572
1083.186016,187186402,187186978,5656,576
1084.206462,187331954,187332553,9191,599
1085.222395,187480566,187481152,8857,586
1086.247326,187623213,187623808,9114,595
1087.266278,187776139,187776723,8323,584
1088.2747,187920425,187921024,12075,599
1089.278598,188056356,188056951,8894,595
1090.299041,188215574,188216170,8940,596
1091.299951,188376585,188377185,9234,600
1092.314381,188521551,188522121,9195,570
1093.315277,188668687,188669279,8847,592
1094.343234,188816492,188817078,8853,586
1095.383212,188958313,188958906,11969,593
1096.38712,189093969,189094558,8923,589
1097.394037,189234137,189234732,6123,595
1098.40696,189378966,189379558,8910,592
1099.436428,189539507,189540083,8537,576
1100.525999,189710680,189711262,5990,582
1101.546439,189851599,189852191,8961,592
1102.56687,190001142,190001738,8910,596
1103.587318,190147232,190147812,9242,580
1104.606257,190291320,190291877,7874,557
1105.62669,190457876,190458474,9175,598
1106.63061,190594102,190594675,9227,573
1107.666078,190750324,190750906,6699,582
1108.674485,190914420,190915008,9017,588
1109.706958,191081918,191082518,8935,600
1110.725893,191237520,191237961,3740,441
1111.746338,191391428,191391999,8565,571
1112.766768,191530785,191531377,9284,592
1113.787202,191672413,191673005,9141,592
1114.791125,191813643,191814241,8921,598
1115.826599,191950922,191951479,9205,557
1116.847029,192096132,192096727,9217,595
1117.850942,192252239,192252830,9149,591
1118.85485,192410094,192410665,8986,571
1119.887317,192559962,192560532,7382,570
1120.927293,192718951,192719546,9319,595
1121.946234,192859780,192860352,7785,572
1122.950138,192999955,193000551,6997,596
1123.975078,193142627,193143220,9113,593
1125.006045,193284685,193285242,6003,557
1126.026481,193430905,193431497,9179,592
1127.030402,193600124,193600717,9328,593
1128.038822,193751266,193751858,9295,592
1129.08631,193896583,193897160,8625,577
1130.106747,194047619,194048190,8959,571
1131.127181,194183567,194184156,9065,589
1132.13411,194322162,194322739,6892,577
1133.166574,194465125,194465720,9328,595
1134.187006,194602053,194602648,8959,595
1135.205939,194747876,194748467,5625,591
1136.226377,194912558,194913158,9094,600
1137.246822,195067139,195067737,9114,598
1138.255241,195210158,195210737,9207,579
