time,start,end,count,diff
29174.034233,2616285114,2616285718,12101,604
29174.046256,2616288966,2616289573,8908,607
29174.058280,2616292842,2616293425,8921,583
29174.070304,2616296675,2616297279,9242,604
29174.082313,2616300554,2616301153,8870,599
29174.094348,2616304414,2616304992,8929,578
29174.106372,2616308411,2616309015,12085,604
29174.118387,2616312446,2616313045,11977,599
29174.130418,2616316276,2616316859,8872,583
29174.142438,2616320142,2616320745,9269,603
29174.154452,2616323992,2616324589,8915,597
29174.166487,2616327816,2616328400,8904,584
29174.178509,2616331665,2616332274,9216,609
29174.190519,2616335512,2616336114,8839,602
29174.202557,2616339385,2616339967,8906,582
29174.214574,2616343234,2616343835,9187,601
29174.226589,2616347068,2616347669,8860,601
29174.238623,2616351095,2616351673,11932,578
29174.250645,2616354956,2616355560,9252,604
29174.262657,2616358781,2616359377,8923,596
29174.274692,2616362609,2616363191,8876,582
29174.286715,2616366476,2616367080,9227,604
29174.298733,2616370338,2616370939,8999,601
29174.310761,2616374190,2616374768,8897,578
29174.322783,2616378174,2616378772,12083,598
29174.334793,2616382124,2616382725,11836,601
29174.346828,2616386134,2616386738,8908,604
29174.358850,2616390010,2616390614,9233,604
29174.370862,2616393851,2616394453,8907,602
29174.382896,2616397676,2616398259,8923,583
29174.394917,2616401527,2616402131,9076,604
29174.406929,2616405413,2616406015,8912,602
29174.418963,2616409265,2616409843,8903,578
29174.430982,2616413084,2616413694,9215,610
29174.443004,2616416904,2616417504,8916,600
29174.455033,2616420918,2616421522,12042,604
29174.467057,2616424908,2616425510,12142,602
29174.479071,2616428946,2616429542,11847,596
29174.491100,2616432856,2616433465,8958,609
29174.503123,2616436852,2616437449,9253,597
29174.515141,2616440813,2616441418,11845,605
29174.527168,2616444863,2616445462,12063,599
29174.539194,2616448864,2616449468,12082,604
29174.551209,2616452965,2616453560,11858,595
29174.563238,2616456969,2616457573,12059,604
29174.575260,2616460992,2616461590,12087,598
29174.587277,2616464933,2616465529,11848,596
29174.599305,2616468947,2616469555,12051,608
29174.611329,2616472984,2616473593,12081,609
29174.621857,2616476380,2616476813,7687,433
29174.645893,2616483813,2616484417,12004,604
29174.657921,2616487700,2616488278,8916,578
29174.669944,2616491502,2616492106,9171,604
29174.681954,2616495344,2616495954,8828,610
29174.693990,2616499210,2616499818,8929,608
29174.706010,2616503100,2616503693,12064,593
29174.718027,2616506998,2616507602,12033,604
29174.730058,2616510836,2616511419,8870,583
29174.742081,2616514656,2616515252,9023,596
29174.754098,2616518561,2616519165,8976,604
29174.766122,2616522539,2616523123,11893,584
29174.790169,2616530146,2616530752,11896,606
29174.802196,2616534028,2616534611,8912,583
29174.814219,2616537831,2616538438,9191,607
29174.826228,2616541698,2616542299,8829,601
29174.838262,2616545730,2616546312,11925,582
29174.850286,2616549742,2616550346,12099,604
29174.862296,2616553605,2616554205,8868,600
29174.874331,2616557439,2616558018,8904,579
29174.886354,2616561266,2616561875,9229,609
29174.898366,2616565131,2616565736,8894,605
29174.910401,2616568997,2616569580,8911,583
29174.922423,2616573009,2616573612,12116,603
29174.934438,2616577027,2616577629,11979,602
29174.946473,2616580906,2616581484,8982,578
29174.958490,2616584782,2616585391,9244,609
29174.970507,2616588788,2616589386,11978,598
29174.982538,2616592648,2616593232,8930,584
29174.994560,2616596495,2616597098,9293,603
29175.006571,2616600348,2616600943,8883,595
29175.018605,2616604196,2616604773,8920,577
29175.030627,2616608192,2616608799,12085,607
29175.042647,2616612058,2616612662,8933,604
29175.054675,2616616095,2616616672,11933,577
29175.066697,2616620106,2616620709,12098,603
29175.078710,2616623938,2616624534,8905,596
29175.090744,2616627760,2616628359,8857,599
29175.102765,2616631637,2616632241,9246,604
29175.114777,2616635485,2616636080,8920,595
29175.126812,2616639308,2616639891,8910,583
29175.138836,2616643275,2616643877,12065,602
29175.150848,2616647264,2616647863,11979,599
29175.162882,2616651261,2616651854,8951,593
29175.174901,2616655125,2616655723,9231,598
29175.186919,2616658930,2616659531,8943,601
29175.198948,2616662777,2616663356,8947,579
29175.210971,2616666649,2616667257,9272,608
29175.222980,2616670486,2616671082,8832,596
29175.235012,2616674487,2616675091,8964,604
29175.319171,2616700092,2616700690,9248,598
29175.331184,2616704027,2616704626,11881,599
29175.343214,2616707975,2616708577,11845,602
29175.355243,2616711969,2616712547,11977,578
29175.367256,2616716014,2616716610,11862,596
29175.379286,2616719923,2616720514,11820,591
29175.391312,2616723886,2616724484,12111,598
29175.403321,2616727807,2616728408,11889,601
29175.415352,2616731666,2616732273,11820,607
29175.425872,2616735016,2616735613,9213,597
29175.437900,2616738873,2616739328,7565,455
29175.449929,2616742520,2616742972,7494,452
29175.461939,2616746201,2616746781,9137,580
29175.473967,2616749994,2616750569,8955,575
29175.486000,2616753771,2616754354,9037,583
29175.498009,2616757561,2616758161,9100,600
29175.510036,2616761382,2616761956,8984,574
29175.522062,2616765207,2616765785,12009,578
29175.534083,2616769105,2616769698,12088,593
29175.546104,2616772925,2616773505,8944,580
29175.558135,2616776709,2616777285,9177,576
29175.570148,2616780555,2616781148,9271,593
29175.582171,2616784365,2616784941,8963,576
29175.622749,2616796793,2616797376,8923,583
29175.770034,2616832648,2616833244,6314,596
29175.782056,2616835856,2616836458,9236,602
29175.870725,2616849247,2616849842,12109,595
29175.974420,2616864145,2616864719,9087,574
29175.986446,2616867138,2616867740,9263,602
29175.998462,2616870416,2616871018,9182,602
29176.010490,2616873708,2616874307,9012,599
29176.022511,2616877382,2616877980,9217,598
29176.070594,2616888797,2616889358,8954,561
29176.082631,2616892679,2616893275,12108,596
29176.094641,2616896485,2616897079,9159,594
29176.106670,2616900264,2616900839,8960,575
29176.118701,2616904041,2616904602,9208,561
29176.130710,2616907797,2616908402,9075,605
29176.142737,2616911579,2616912154,8995,575
29176.154765,2616915508,2616916091,11992,583
29176.166784,2616919467,2616920064,12073,597
29176.178812,2616923236,2616923812,9015,576
29176.190834,2616927054,2616927636,9175,582
29176.202842,2616930997,2616931592,11861,595
29176.214872,2616934763,2616935339,8961,576
29176.226902,2616938573,2616939156,9212,583
29176.238909,2616942518,2616943119,11858,601
29176.262972,2616950085,2616950685,12108,600
29176.274982,2616953874,2616954465,9188,591
29176.287008,2616957844,2616958434,11884,590
29176.299036,2616961795,2616962398,12073,603
29176.311051,2616965627,2616966223,9184,596
29176.323077,2616969628,2616970229,11816,601
29176.335107,2616973625,2616974222,9210,597
29176.347122,2616977618,2616978216,11854,598
29176.359148,2616981582,2616982183,11881,601
29176.371176,2616985517,2616986100,11969,583
29176.383193,2616989456,2616990054,12043,598
29176.395216,2616993412,2616994008,11837,596
29176.407242,2616997363,2616997966,12077,603
29176.419252,2617001292,2617001893,11867,601
29176.431276,2617005203,2617005780,11820,577
29176.443313,2617009132,2617009715,11957,583
29176.455325,2617012929,2617013529,9151,600
29176.465863,2617016224,2617016671,7500,447
29176.477874,2617019871,2617020462,9058,591
29176.489901,2617023698,2617024273,8975,575
29176.501930,2617027498,2617028080,9235,582
29176.513940,2617031284,2617031884,9142,600
29176.525973,2617035107,2617035682,8970,575
29176.537995,2617038920,2617039498,11989,578
29176.550012,2617042742,2617043351,12103,609
29176.562036,2617046542,2617047116,8958,574
29176.574067,2617050322,2617050899,9243,577
29176.586080,2617054128,2617054729,9169,601
29176.598101,2617057968,2617058564,8943,596
